Match_ID,Season,Team1,Team2,Venue,City,Toss_Winner,Toss_Decision,Winner,Win_Margin,Win_Type,Win_By,Player_of_Match,Match_Type,Target_Score,Overs,Toss_Winner_Won_Match,Batting_First_Won
410,2014,Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Bat,Kolkata Knight Riders,94,Runs,94 runs,Robin Uthappa,League,194,20,Yes,Yes
411,2014,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Kolkata Knight Riders,Field,Chennai Super Kings,2,Wickets,2 wickets,Suresh Raina,League,204,20,No,Yes
412,2014,Kolkata Knight Riders,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,Field,Mumbai Indians,3,Wickets,3 wickets,Krunal Pandya,League,154,20,Yes,No
413,2014,Sunrisers Hyderabad,Mumbai Indians,JSCA International Stadium,Ranchi,Mumbai Indians,Field,Sunrisers Hyderabad,76,Runs,76 runs,Wriddhiman Saha,League,177,20,No,Yes
414,2014,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata,Royal Challengers Bangalore,Bat,Kolkata Knight Riders,6,Wickets,6 wickets,Venkatesh Iyer,League,173,20,No,No
415,2014,Kings XI Punjab,Kolkata Knight Riders,VCA Stadium,Nagpur,Kings XI Punjab,Bat,Kings XI Punjab,42,Runs,42 runs,Michael Hussey,League,172,20,Yes,Yes
416,2014,Kings XI Punjab,Mumbai Indians,Shaheed Veer Narayan Singh International Stadium,Raipur,Kings XI Punjab,Bat,Kings XI Punjab,2,Wickets,2 wickets,Adam Gilchrist,League,212,20,Yes,Yes
417,2014,Sunrisers Hyderabad,Delhi Daredevils,MA Chidambaram Stadium,Chennai,Delhi Daredevils,Bat,Delhi Daredevils,12,Runs,12 runs,David Warner,League,165,20,Yes,Yes
418,2014,Chennai Super Kings,Royal Challengers Bangalore,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,Bat,Chennai Super Kings,24,Runs,24 runs,Murali Vijay,League,140,20,Yes,Yes
419,2014,Kings XI Punjab,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Raipur,Kings XI Punjab,Field,Delhi Daredevils,4,Wickets,4 wickets,Kevin Pietersen,League,215,20,No,Yes
420,2014,Rajasthan Royals,Chennai Super Kings,Feroz Shah Kotla,Delhi,Chennai Super Kings,Field,Chennai Super Kings,3,Wickets,3 wickets,Faf du Plessis,League,187,20,Yes,No
421,2014,Sunrisers Hyderabad,Royal Challengers Bangalore,HPCA Stadium,Dharamsala,Sunrisers Hyderabad,Field,Royal Challengers Bangalore,28,Runs,28 runs,Faf du Plessis,League,208,20,No,Yes
422,2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Sunrisers Hyderabad,Field,Royal Challengers Bangalore,11,Runs,11 runs,Daniel Vettori,League,157,20,No,Yes
423,2014,Delhi Daredevils,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Delhi Daredevils,Bat,,46,Runs,46 runs,David Warner,League,199,20,Yes,Yes
424,2014,Kings XI Punjab,Delhi Daredevils,Maharashtra Cricket Association Stadium,Pune,Delhi Daredevils,Bat,Delhi Daredevils,57,Runs,57 runs,Shikhar Dhawan,League,178,20,Yes,Yes
425,2014,Royal Challengers Bangalore,Kings XI Punjab,JSCA International Stadium,Ranchi,,Bat,Kings XI Punjab,6,Runs,6 runs,Chris Gayle,League,201,20,Yes,Yes
426,2014,Rajasthan Royals,Kolkata Knight Riders,Sardar Patel Stadium,,Kolkata Knight Riders,Field,Kolkata Knight Riders,6,Wickets,6 wickets,Manoj Tiwary,League,190,20,Yes,No
427,2014,Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,Delhi,Mumbai Indians,Field,Mumbai Indians,5,Wickets,5 wickets,Jasprit Bumrah,League,166,20,Yes,No
428,2014,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium,Ranchi,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,84,Runs,84 runs,Yuzvendra Chahal,League,198,20,Yes,Yes
429,2014,Kings XI Punjab,Rajasthan Royals,JSCA International Stadium,Ranchi,Kings XI Punjab,Bat,Rajasthan Royals,67,Runs,67 runs,Sanju Samson,League,193,20,No,No
430,2014,Sunrisers Hyderabad,Chennai Super Kings,VCA Stadium,Nagpur,Sunrisers Hyderabad,Field,Chennai Super Kings,26,Runs,26 runs,Devon Conway,League,173,20,No,Yes
431,2014,Kings XI Punjab,Sunrisers Hyderabad,Holkar Cricket Stadium,Indore,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,1,Wickets,1 wickets,Rashid Khan,League,190,20,Yes,No
432,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,4,Wickets,4 wickets,Kane Williamson,League,146,20,Yes,No
433,2014,Royal Challengers Bangalore,Delhi Daredevils,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,Field,Delhi Daredevils,1,Wickets,1 wickets,,League,186,20,No,Yes
434,2014,Kings XI Punjab,Chennai Super Kings,Feroz Shah Kotla,Delhi,Chennai Super Kings,Field,Chennai Super Kings,48,Runs,48 runs,Dwayne Bravo,League,216,20,Yes,No
435,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Bat,Sunrisers Hyderabad,10,Wickets,10 wickets,Travis Head,League,161,20,No,No
436,2014,Kolkata Knight Riders,Delhi Daredevils,Narendra Modi Stadium,Ahmedabad,Kolkata Knight Riders,Field,Delhi Daredevils,5,Wickets,5 wickets,David Warner,League,164,20,No,Yes
437,2014,Kolkata Knight Riders,Sunrisers Hyderabad,HPCA Stadium,Dharamsala,Kolkata Knight Riders,Bat,Kolkata Knight Riders,41,Runs,41 runs,Pat Cummins,League,133,20,Yes,Yes
438,2014,Rajasthan Royals,Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Field,Rajasthan Royals,8,Wickets,8 wickets,Shane Warne,League,212,20,Yes,No
439,2014,Royal Challengers Bangalore,Delhi Daredevils,HPCA Stadium,Dharamsala,Delhi Daredevils,Field,Royal Challengers Bangalore,10,Wickets,10 wickets,Chris Gayle,League,178,20,No,Yes
440,2014,Chennai Super Kings,Mumbai Indians,VCA Stadium,Nagpur,Mumbai Indians,Field,Chennai Super Kings,14,Runs,14 runs,Ambati Rayudu,League,166,20,No,Yes
441,2014,Mumbai Indians,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,Raipur,Mumbai Indians,Bat,Mumbai Indians,93,Runs,93 runs,Sachin Tendulkar,League,162,20,Yes,Yes
442,2014,Kolkata Knight Riders,Mumbai Indians,MA Chidambaram Stadium,Chennai,Mumbai Indians,Field,Mumbai Indians,10,Wickets,10 wickets,Hardik Pandya,League,202,20,Yes,No
443,2014,Kings XI Punjab,Rajasthan Royals,Holkar Cricket Stadium,Indore,Kings XI Punjab,Field,Kings XI Punjab,9,Wickets,9 wickets,Michael Hussey,League,192,20,Yes,No
444,2014,Delhi Daredevils,Chennai Super Kings,MA Chidambaram Stadium,Chennai,Delhi Daredevils,Field,Chennai Super Kings,8,Runs,8 runs,Deepak Chahar,League,193,20,No,Yes
445,2014,Sunrisers Hyderabad,Kings XI Punjab,Eden Gardens,Kolkata,Kings XI Punjab,Field,Sunrisers Hyderabad,7,Wickets,7 wickets,Rashid Khan,League,200,20,No,Yes
446,2014,Sunrisers Hyderabad,Kings XI Punjab,JSCA International Stadium,Ranchi,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,2,Wickets,2 wickets,Heinrich Klaasen,League,181,20,Yes,No
447,2014,Chennai Super Kings,Rajasthan Royals,Arun Jaitley Stadium,Delhi,Rajasthan Royals,Bat,Chennai Super Kings,3,Wickets,3 wickets,Michael Hussey,League,197,20,No,No
448,2014,Chennai Super Kings,Delhi Daredevils,VCA Stadium,Nagpur,Delhi Daredevils,Bat,Delhi Daredevils,9,Wickets,9 wickets,Kagiso Rabada,League,207,20,Yes,Yes
449,2014,Chennai Super Kings,Royal Challengers Bangalore,,Kolkata,Royal Challengers Bangalore,Bat,,8,Wickets,8 wickets,Virat Kohli,League,149,20,Yes,Yes
450,2014,Rajasthan Royals,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,Bat,Rajasthan Royals,3,Wickets,3 wickets,Shane Warne,League,167,20,Yes,Yes
451,2014,Kolkata Knight Riders,Chennai Super Kings,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Bat,Kolkata Knight Riders,3,Runs,3 runs,Sunil Narine,League,209,20,Yes,Yes
452,2014,Kings XI Punjab,Sunrisers Hyderabad,JSCA International Stadium,Ranchi,Kings XI Punjab,Bat,Kings XI Punjab,10,Wickets,10 wickets,Glenn Maxwell,League,211,20,Yes,Yes
453,2014,Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Field,Kolkata Knight Riders,2,Wickets,2 wickets,Gautam Gambhir,League,166,20,No,Yes
454,2014,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Delhi,Delhi Daredevils,Bat,Delhi Daredevils,9,Wickets,9 wickets,David Warner,League,131,20,Yes,Yes
455,2014,Rajasthan Royals,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Kolkata Knight Riders,Bat,Kolkata Knight Riders,43,Runs,43 runs,Sunil Narine,League,139,20,Yes,Yes
456,2014,Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,Indore,Kings XI Punjab,Field,Rajasthan Royals,3,Runs,3 runs,Sanju Samson,League,161,20,No,Yes
457,2014,Rajasthan Royals,Kings XI Punjab,HPCA Stadium,Dharamsala,Rajasthan Royals,Field,Rajasthan Royals,13,Runs,13 runs,Shane Watson,Playoff,166,20,Yes,No
458,2014,Chennai Super Kings,Delhi Daredevils,Eden Gardens,Kolkata,Chennai Super Kings,Bat,Delhi Daredevils,1,Wickets,1 wickets,Rishabh Pant,Playoff,139,20,No,No
459,2014,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,,Rajasthan Royals,Field,Royal Challengers Bangalore,58,Runs,58 runs,Virat Kohli,Playoff,137,20,No,Yes
460,2014,Kings XI Punjab,Chennai Super Kings,Brabourne Stadium,Mumbai,Kings XI Punjab,Field,Kings XI Punjab,1,Wickets,1 wickets,Chris Gayle,Final,137,20,Yes,No
461,2014,Mumbai Indians,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,Raipur,Chennai Super Kings,Field,Mumbai Indians,63,Runs,63 runs,Quinton de Kock,Playoff,159,20,No,Yes
462,2015,Royal Challengers Bangalore,Kings XI Punjab,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Bat,Kings XI Punjab,90,Runs,90 runs,Mohammad Shami,League,180,20,No,No
463,2015,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Bat,Rajasthan Royals,7,Wickets,7 wickets,Steven Smith,League,173,20,Yes,Yes
464,2015,Kings XI Punjab,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,,Field,Sunrisers Hyderabad,78,Runs,78 runs,David Warner,League,204,20,No,Yes
465,2015,Sunrisers Hyderabad,Mumbai Indians,VCA Stadium,Nagpur,Sunrisers Hyderabad,Field,Mumbai Indians,1,Wickets,1 wickets,,League,141,20,No,Yes
466,2015,Royal Challengers Bangalore,Sunrisers Hyderabad,HPCA Stadium,Dharamsala,Royal Challengers Bangalore,Bat,Sunrisers Hyderabad,9,Wickets,9 wickets,Bhuvneshwar Kumar,League,192,20,No,No
467,2015,Mumbai Indians,Rajasthan Royals,Holkar Cricket Stadium,Indore,Rajasthan Royals,Bat,Mumbai Indians,43,Runs,43 runs,Ishan Kishan,League,169,20,No,No
468,2015,Chennai Super Kings,Sunrisers Hyderabad,Brabourne Stadium,Mumbai,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,9,Wickets,9 wickets,Jonny Bairstow,League,178,20,Yes,No
469,2015,Rajasthan Royals,Chennai Super Kings,Punjab Cricket Association Stadium,Mohali,Chennai Super Kings,Bat,Rajasthan Royals,79,Runs,79 runs,Riyan Parag,League,210,20,No,No
470,2015,Delhi Daredevils,Kolkata Knight Riders,Narendra Modi Stadium,Ahmedabad,Kolkata Knight Riders,Bat,Kolkata Knight Riders,10,Wickets,10 wickets,Gautam Gambhir,League,165,20,Yes,Yes
471,2015,Delhi Daredevils,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,Bat,Delhi Daredevils,9,Wickets,9 wickets,Shreyas Iyer,League,219,20,No,No
472,2015,Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Kolkata,Sunrisers Hyderabad,Bat,Mumbai Indians,56,Runs,56 runs,Ishan Kishan,League,174,20,No,No
473,2015,Rajasthan Royals,Kings XI Punjab,Punjab Cricket Association Stadium,Mohali,Rajasthan Royals,Bat,Rajasthan Royals,7,Wickets,7 wickets,Trent Boult,League,213,20,Yes,Yes
474,2015,Rajasthan Royals,Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Bat,Rajasthan Royals,7,Wickets,7 wickets,Sanju Samson,League,193,20,Yes,Yes
475,2015,Mumbai Indians,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Mohali,Sunrisers Hyderabad,Field,Mumbai Indians,45,Runs,45 runs,Jasprit Bumrah,League,145,20,No,Yes
476,2015,Sunrisers Hyderabad,Delhi Daredevils,Wankhede Stadium,Mumbai,Sunrisers Hyderabad,Bat,,81,Runs,81 runs,Jonny Bairstow,League,159,20,Yes,Yes
477,2015,Kings XI Punjab,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,Sunrisers Hyderabad,Bat,Kings XI Punjab,100,Runs,100 runs,Mayank Agarwal,League,144,20,No,No
478,2015,Delhi Daredevils,Sunrisers Hyderabad,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,Bat,Delhi Daredevils,28,Runs,28 runs,Shikhar Dhawan,League,149,20,Yes,Yes
479,2015,Mumbai Indians,Chennai Super Kings,Narendra Modi Stadium,Ahmedabad,Chennai Super Kings,Field,Chennai Super Kings,82,Runs,82 runs,Dwayne Bravo,League,161,20,Yes,No
480,2015,Sunrisers Hyderabad,Royal Challengers Bangalore,VCA Stadium,Nagpur,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,14,Runs,14 runs,Shane Bond,League,186,20,Yes,Yes
481,2015,Rajasthan Royals,Kings XI Punjab,Barabati Stadium,Cuttack,Rajasthan Royals,Field,Kings XI Punjab,54,Runs,54 runs,Mayank Agarwal,League,209,20,No,Yes
482,2015,Delhi Daredevils,Kings XI Punjab,Rajiv Gandhi International Stadium,Hyderabad,Kings XI Punjab,Field,Kings XI Punjab,51,Runs,51 runs,Chris Gayle,League,189,20,Yes,No
483,2015,Rajasthan Royals,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,Raipur,Royal Challengers Bangalore,Bat,Rajasthan Royals,5,Wickets,5 wickets,Riyan Parag,League,209,20,No,No
484,2015,Sunrisers Hyderabad,Kolkata Knight Riders,BRSABV Ekana Cricket Stadium,Lucknow,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,1,Wickets,1 wickets,Wriddhiman Saha,League,152,20,Yes,No
485,2015,Rajasthan Royals,Mumbai Indians,BRSABV Ekana Cricket Stadium,Lucknow,Mumbai Indians,Field,Rajasthan Royals,3,Wickets,3 wickets,Steven Smith,League,206,20,No,Yes
486,2015,Delhi Daredevils,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Pune,Delhi Daredevils,Field,Delhi Daredevils,9,Wickets,9 wickets,Kagiso Rabada,League,167,20,Yes,No
487,2015,Delhi Daredevils,Sunrisers Hyderabad,Barabati Stadium,Cuttack,Delhi Daredevils,Bat,Delhi Daredevils,10,Wickets,10 wickets,Rishabh Pant,League,161,20,Yes,Yes
488,2015,Sunrisers Hyderabad,Kings XI Punjab,DY Patil Stadium,Navi Mumbai,Kings XI Punjab,Bat,Sunrisers Hyderabad,45,Runs,45 runs,Kane Williamson,League,163,20,No,No
489,2015,Royal Challengers Bangalore,Delhi Daredevils,,Indore,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,9,Wickets,9 wickets,Mohammed Siraj,League,143,20,Yes,Yes
490,2015,Royal Challengers Bangalore,Kolkata Knight Riders,Sardar Patel Stadium,Ahmedabad,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,6,Wickets,6 wickets,,League,154,20,Yes,No
491,2015,Sunrisers Hyderabad,Rajasthan Royals,BRSABV Ekana Cricket Stadium,Lucknow,Rajasthan Royals,Field,Rajasthan Royals,32,Runs,32 runs,Yuzvendra Chahal,League,189,20,Yes,No
492,2015,Delhi Daredevils,Chennai Super Kings,DY Patil Stadium,Navi Mumbai,Delhi Daredevils,Bat,Chennai Super Kings,10,Runs,10 runs,Ravindra Jadeja,League,191,20,No,No
493,2015,Kolkata Knight Riders,Kings XI Punjab,Feroz Shah Kotla,Delhi,Kolkata Knight Riders,Field,Kolkata Knight Riders,8,Wickets,8 wickets,Venkatesh Iyer,League,214,20,Yes,No
494,2015,Royal Challengers Bangalore,Chennai Super Kings,Brabourne Stadium,,Royal Challengers Bangalore,Bat,Chennai Super Kings,5,Wickets,5 wickets,Moeen Ali,League,203,20,No,No
495,2015,Rajasthan Royals,Sunrisers Hyderabad,Barabati Stadium,Cuttack,Rajasthan Royals,Field,Rajasthan Royals,5,Runs,5 runs,Yusuf Pathan,League,156,20,Yes,No
496,2015,Delhi Daredevils,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,Bat,Delhi Daredevils,7,Wickets,7 wickets,Kagiso Rabada,League,161,20,No,No
497,2015,Royal Challengers Bangalore,Kolkata Knight Riders,VCA Stadium,Nagpur,Kolkata Knight Riders,Field,Kolkata Knight Riders,7,Wickets,7 wickets,Sourav Ganguly,League,180,20,Yes,No
498,2015,Royal Challengers Bangalore,Kings XI Punjab,JSCA International Stadium,Ranchi,Kings XI Punjab,Field,Kings XI Punjab,9,Wickets,9 wickets,Mayank Agarwal,League,143,20,Yes,No
499,2015,Rajasthan Royals,Kings XI Punjab,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Kings XI Punjab,Bat,Kings XI Punjab,7,Wickets,7 wickets,Adam Gilchrist,League,161,20,Yes,Yes
500,2015,Rajasthan Royals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,,Field,Rajasthan Royals,68,Runs,68 runs,Riyan Parag,League,174,20,Yes,No
501,2015,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Hyderabad,Chennai Super Kings,Bat,Sunrisers Hyderabad,1,Wickets,1 wickets,Bhuvneshwar Kumar,League,144,20,No,No
502,2015,Delhi Daredevils,Mumbai Indians,VCA Stadium,Nagpur,Mumbai Indians,Bat,,7,Wickets,7 wickets,Ishan Kishan,League,177,20,Yes,Yes
503,2015,Kolkata Knight Riders,Kings XI Punjab,Sawai Mansingh Stadium,Jaipur,Kings XI Punjab,Bat,Kolkata Knight Riders,2,Wickets,2 wickets,Sunil Narine,League,189,20,No,No
504,2015,Sunrisers Hyderabad,Mumbai Indians,Punjab Cricket Association Stadium,Mohali,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,10,Wickets,10 wickets,Wriddhiman Saha,League,146,20,Yes,No
505,2015,Kolkata Knight Riders,Mumbai Indians,Narendra Modi Stadium,Ahmedabad,Mumbai Indians,Bat,Mumbai Indians,10,Wickets,10 wickets,Krunal Pandya,League,152,20,Yes,Yes
506,2015,Royal Challengers Bangalore,Kings XI Punjab,HPCA Stadium,Dharamsala,Kings XI Punjab,Field,Kings XI Punjab,2,Runs,2 runs,Michael Hussey,League,146,20,Yes,No
507,2015,Chennai Super Kings,Delhi Daredevils,Arun Jaitley Stadium,Delhi,Chennai Super Kings,Field,Chennai Super Kings,6,Wickets,6 wickets,Dwayne Bravo,League,161,20,Yes,No
508,2015,Rajasthan Royals,Royal Challengers Bangalore,BRSABV Ekana Cricket Stadium,Lucknow,Rajasthan Royals,Field,Royal Challengers Bangalore,9,Wickets,9 wickets,Glenn Maxwell,League,198,20,No,Yes
509,2015,Chennai Super Kings,Rajasthan Royals,Eden Gardens,Kolkata,Rajasthan Royals,Field,Chennai Super Kings,39,Runs,39 runs,Murali Vijay,League,158,20,No,Yes
510,2015,Delhi Daredevils,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,Delhi Daredevils,Field,Delhi Daredevils,9,Wickets,9 wickets,Axar Patel,League,157,20,Yes,No
511,2015,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Field,Chennai Super Kings,4,Wickets,4 wickets,Dwayne Bravo,League,141,20,Yes,No
512,2015,Sunrisers Hyderabad,Mumbai Indians,Holkar Cricket Stadium,Indore,Mumbai Indians,Field,Mumbai Indians,1,Wickets,1 wickets,Quinton de Kock,League,196,20,Yes,No
513,2015,Rajasthan Royals,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,Field,Rajasthan Royals,10,Wickets,10 wickets,Yusuf Pathan,League,142,20,No,Yes
514,2015,Royal Challengers Bangalore,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,60,Runs,60 runs,Mohammed Siraj,League,186,20,Yes,Yes
515,2015,Kings XI Punjab,Kolkata Knight Riders,DY Patil Stadium,Navi Mumbai,Kings XI Punjab,Bat,Kings XI Punjab,3,Wickets,3 wickets,Mohammad Shami,League,182,20,Yes,Yes
516,2015,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,Bat,Chennai Super Kings,7,Wickets,7 wickets,Ravindra Jadeja,League,187,20,No,No
517,2015,Mumbai Indians,Delhi Daredevils,Holkar Cricket Stadium,Indore,Delhi Daredevils,Bat,Mumbai Indians,43,Runs,43 runs,Krunal Pandya,Playoff,180,20,No,No
518,2015,Rajasthan Royals,Chennai Super Kings,BRSABV Ekana Cricket Stadium,Lucknow,Chennai Super Kings,Bat,Rajasthan Royals,6,Wickets,6 wickets,Yusuf Pathan,Playoff,135,20,No,No
519,2015,Mumbai Indians,Kings XI Punjab,Barabati Stadium,Cuttack,Mumbai Indians,Bat,Mumbai Indians,3,Wickets,3 wickets,Lasith Malinga,Playoff,149,20,Yes,Yes
520,2015,Royal Challengers Bangalore,Kings XI Punjab,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,9,Wickets,9 wickets,Rajat Patidar,Final,191,20,Yes,Yes
521,2015,Sunrisers Hyderabad,Mumbai Indians,DY Patil Stadium,Navi Mumbai,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,10,Wickets,10 wickets,Bhuvneshwar Kumar,Playoff,131,20,Yes,No
522,2016,Sunrisers Hyderabad,Mumbai Indians,VCA Stadium,Nagpur,Mumbai Indians,Bat,Mumbai Indians,22,Runs,22 runs,Hardik Pandya,League,199,20,Yes,Yes
523,2016,Mumbai Indians,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Mumbai Indians,Bat,Mumbai Indians,21,Runs,21 runs,Jasprit Bumrah,League,194,20,Yes,Yes
524,2016,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata,Royal Challengers Bangalore,Bat,Kolkata Knight Riders,92,Runs,92 runs,Andre Russell,League,171,20,No,No
525,2016,Royal Challengers Bangalore,Delhi Daredevils,Eden Gardens,Kolkata,Delhi Daredevils,Field,Royal Challengers Bangalore,66,Runs,66 runs,Mohammed Siraj,League,210,20,No,Yes
526,2016,Delhi Daredevils,Kings XI Punjab,VCA Stadium,Nagpur,Delhi Daredevils,Bat,Delhi Daredevils,58,Runs,58 runs,,League,131,20,Yes,Yes
527,2016,Gujarat Lions,Rising Pune Supergiant,Eden Gardens,Kolkata,Rising Pune Supergiant,Field,Gujarat Lions,41,Runs,41 runs,James Faulkner,League,186,20,No,Yes
528,2016,Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Bat,Rajasthan Royals,89,Runs,89 runs,Yusuf Pathan,League,213,20,No,No
